categoria,receita,rendimento_original,ingrediente,quantidade,origem
Personalizada,Ragu de carne acompanhado com purê de abóbora 180g II,1.0,VINHO BRANCO SECO 750ml,10.214286,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 180g II,1.0,MOLHO DE TOMATE fugini,8.642857,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 180g II,1.0,SAL,2.0,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 180g II,1.0,TEMPERO A GOSTO,4.142857,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,ACÉM sem osso,72.0,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,PALETA BOVINA,72.0,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,AZEITE DE OLIVA 500ml,2.0,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,TOMATE CARMEM 330g,25.5,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,ALHO 65g,2.285714,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,FOLHA DE LOURO,2.071429,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,VINHO BRANCO SECO 750ml,10.214286,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,MOLHO DE TOMATE fugini,8.642857,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,SAL,2.0,ABA_RECEITA
Personalizada,Ragu de carne acompanhado com purê de abóbora 240g III,1.0,TEMPERO A GOSTO,4.142857,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,122.4,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,CEBOLA 258g,12.0,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,ALHO 65g,5.8,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,TOMATE CARMEM 330g,25.8,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,"MILHO quero 1,700kg",24.2,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,REQUEIJÃO LIGHT catupiry 200ml,4.2,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,CREME DE RICOTA 200g TIROLEZ,28.6,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,sal,2.8,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,azeite de oliva 500ml,4.0,ABA_RECEITA
Personalizada,Fricassê de Frango 250g,1.0,OREGANO EGÍPICIO,1.0,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,INHAME 155g,73.0,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,"Leite de Arroz 1,250Kg",28.571429,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,ALHO 65g,7.142857,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,AZEITE DE OLIVA 500ml,2.142857,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,PATINHO (CARNE MOIDA),65.0,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,SAL,2.857143,ABA_RECEITA
Personalizada,Escondidinho de inhame 250g,1.0,AGUA FILTRADA 20l,142.857143,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,BANANA VERDE NANICA 200g,120.0,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,FARINHA DE TRIGO INTEGRAL RENATA,60.0,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,SAL,4.0,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,AZEITE DE OLIVA 500ml,6.0,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,PATINHO (CARNE MOIDA),100.0,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,"PASTA DE TOMATE CONCENTRADA 2,005kg",60.0,ABA_RECEITA
Personalizada,Nhoque de Banana da Terra 350g,1.0,QUEIJO MUSSARELA pedaço,10.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,PATINHO (CARNE MOIDA),168.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,CEBOLA 258g,10.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,ALHO 65g,3.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,AZEITE DE OLIVA 500ml,3.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,ARROZ BRANCO,30.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,BRÓCOLIS 250g,100.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,FEIJÃO CARIOCA,30.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,TEMPERO A GOSTO,1.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,SAL,1.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 340g",1.0,AGUA FILTRADA 20l,72.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,PATINHO (CARNE MOIDA),148.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,CEBOLA 258g,10.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,ALHO 65g,3.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,AZEITE DE OLIVA 500ml,3.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,ARROZ BRANCO,30.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,BRÓCOLIS 250g,30.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,FEIJÃO CARIOCA,20.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,TEMPERO A GOSTO,1.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,SAL,1.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 230g II",1.0,AGUA FILTRADA 20l,72.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,PATINHO (CARNE MOIDA),148.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,CEBOLA 258g,10.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,ALHO 65g,3.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,AZEITE DE OLIVA 500ml,3.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,ARROZ BRANCO,50.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,BRÓCOLIS 250g,30.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,FEIJÃO CARIOCA,20.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,TEMPERO A GOSTO,1.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,SAL,1.0,ABA_RECEITA
Personalizada,"Carne Moida acompanhada de arroz, Brócolis e feijão de Caldo 280g III",1.0,AGUA FILTRADA 20l,72.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,FEIJAO PRETO,50.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,PERNIL COM OSSO TRASEIRO,51.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,LOMBO SUINO,15.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,ALHO 65g,2.333333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,CEBOLA 258g,17.833333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,ARROZ INTEGRAL,60.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,salsinha 150g,4.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,cebolinha 150g,4.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,FOLHA DE LOURO,1.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 280g I,1.0,sal,1.833333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,FEIJAO PRETO,40.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,PERNIL COM OSSO TRASEIRO,51.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,LOMBO SUINO,15.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,ALHO 65g,2.333333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,CEBOLA 258g,17.833333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,ARROZ INTEGRAL,40.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,salsinha 150g,4.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,cebolinha 150g,4.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,FOLHA DE LOURO,1.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 190g II,1.0,sal,1.833333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,FEIJAO PRETO,50.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,PERNIL COM OSSO TRASEIRO,51.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,LOMBO SUINO,15.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,ALHO 65g,2.333333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,CEBOLA 258g,17.833333,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,ARROZ INTEGRAL,70.0,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,salsinha 150g,4.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,cebolinha 150g,4.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,FOLHA DE LOURO,1.166667,ABA_RECEITA
Personalizada,Feijoada Fit acompanhada de arroz integral e couve refogada 210g III,1.0,sal,1.833333,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,180.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,CEBOLA 258g,17.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,ALHO 65g,5.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,PIMENTÃO VERDE 227g,28.6,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,TOMATE CARMEM 330g,28.6,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,MOLHO SHOYU DE CÔCO,7.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,AMIDO DE MILHO,2.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 250g I,1.0,ARROZ BRANCO,60.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,148.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,CEBOLA 258g,17.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,ALHO 65g,5.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,PIMENTÃO VERDE 227g,28.6,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,TOMATE CARMEM 330g,28.6,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,MOLHO SHOYU DE CÔCO,7.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,AMIDO DE MILHO,2.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 200g II,1.0,ARROZ BRANCO,40.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,148.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,CEBOLA 258g,17.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,ALHO 65g,5.0,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,PIMENTÃO VERDE 227g,28.6,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,TOMATE CARMEM 330g,28.6,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,MOLHO SHOYU DE CÔCO,7.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,AMIDO DE MILHO,2.2,ABA_RECEITA
Personalizada,Frango Xadrez com Arroz branco 240g III,1.0,ARROZ BRANCO,60.0,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,59.5,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,CEBOLA 258g,14.166667,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,ALHO 65g,2.333333,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,CREME DE LEITE 200g,119.0,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,MANTEIGA AVIAÇÃO 200g,2.333333,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,AZEITE DE OLIVA 500ml,1.833333,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,ERVILHA 500g YOKI,35.666667,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,sal,2.333333,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,pimenta preta,2.333333,ABA_RECEITA
Personalizada,Macarrão Integral ao molho Parisiense com Bacon Saudável 250g,1.0,NOZ MOSCADA (EM GRÃO),2.333333,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,PERNIL COM OSSO TRASEIRO,180.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,PIMENTÃO AMARELO 288G,9.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,ABOBRINHA,9.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,CEBOLA 258g,9.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,VAGEM 206g,10.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,sal,2.333333,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,pimenta preta,2.333333,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,ARROZ BRANCO,25.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 250g I",1.0,AÇAFRÃO DA TERRA (SEM MISTURA)=CURCUMA,1.666667,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,PERNIL COM OSSO TRASEIRO,148.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,PIMENTÃO AMARELO 288G,9.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,ABOBRINHA,9.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,CEBOLA 258g,9.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,VAGEM 206g,10.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,sal,2.333333,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,pimenta preta,2.333333,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,ARROZ BRANCO,25.0,ABA_RECEITA
Personalizada,"Pernil desfiado com legumes, arroz com açafrão e feijão 200g II",1.0,AÇAFRÃO DA TERRA (SEM MISTURA)=CURCUMA,1.666667,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,168.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,CEBOLA 258g,35.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,ALHO 65g,2.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,TOMATE CARMEM 330g,50.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,Biomassa de Banana Verde 1Kg,15.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,ARROZ BRANCO,40.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,"MILHO quero 1,700kg",20.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,ERVILHA 500g YOKI,20.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,CENOURA 200g,22.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 340g I,1.0,BRÓCOLIS 250g,100.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,120.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,CEBOLA 258g,35.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,ALHO 65g,2.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,TOMATE CARMEM 330g,50.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,Biomassa de Banana Verde 1Kg,15.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,ARROZ BRANCO,30.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,"MILHO quero 1,700kg",20.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,ERVILHA 500g YOKI,20.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,CENOURA 200g,22.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 230g II,1.0,BRÓCOLIS 250g,50.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,148.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,CEBOLA 258g,35.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,ALHO 65g,2.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,TOMATE CARMEM 330g,50.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,Biomassa de Banana Verde 1Kg,15.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,ARROZ BRANCO,60.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,"MILHO quero 1,700kg",20.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,ERVILHA 500g YOKI,20.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,CENOURA 200g,22.0,ABA_RECEITA
Personalizada,Strogonoff fit arroz a grega e brócolis 270g III,1.0,BRÓCOLIS 250g,30.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,ARROZ BRANCO,50.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,168.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,BRÓCOLIS 250g,120.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,ABOBRINHA ITALIANA,30.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,CENOURA 200g,30.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,FARINHA DE AVEIA,20.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,TOMATE CARMEM 330g,50.0,ABA_RECEITA
Personalizada,"Almondega verde de frango, brócolis, arroz com legumes e chia 360g I",1.0,CEBOLA 258g,10.0,ABA_RECEITA
